,Post,Labels Set
4313,"এই মেয়েটি ১৪ বছর বয়সী এবং তার দুই সন্তান রয়েছে তার সন্তান ৫৪ বছর বয়সী, জীবনে ২০ বছর বয়সী এবং সন্তান জন্ম দেবে।",fake
4314,এই epizodeতে শুনুন #Ladakhে প্যাংগ টসো উপর #সেনা থেকে কি আপডেট #সুশান্ট কেসে #रिया_চक्रवर्ती পরে এখন কী থেকে #CBI করছে জিজ্ঞাসা এবং #Suresh_Rana কেন #Panjabের সিএম ক্যাপ্টেন Amrindar Singh এবং #Police থেকে সাহায্য@Live_Hindustan https//tco/nFcPpPTkiu,non-hostile
4315,@JiahKhanJustice যখন পালকায় সাদুদের লিঙ্কিং হয় তখন আপনি কমনি তিনটি কোথায় মারা গেছেন কার থেকে বিলে গিয়ে ভেঙে গেলেন রান্ডো বেরিয়ে গেলেন,hate
4316,দুধকে তার সুবিধাগুলির কারণে সম্পূর্ণ খাদ্য নাম করা হয়#Milk #Food https//tco/uNp4YBzTT5,non-hostile
4317,#Breaking- LAC বিতর্ক সম্পর্কে NSA অজিত ডাবলের বড় সম্মেলন#চীন #Galwan https//tco/jVthZQFOHa,non-hostile
4318,গতকাল রাতে প্রদেশ অফিসে যুবকদের সদস্যতা গ্রহণ করা হয়েছে. https//tco/NT0DkkUfr2,non-hostile
4319,কোর্না সংক্রমণ নেই কোথায় মানুষকে কী সতর্ক রাখতে হবে#IndiaFightsCorona #COVID19 @PIB_India @PrakashJavdekar @shashidigital https//tco/6QUQgoPHZ0,non-hostile
4320,@Dr_Uditraj বড় ভাই বড় আইনজীবী আপনার পার্টিতে মামলা করুন উচ্চ আদালতে ফেসবুকের বিরুদ্ধে পাশাপাশি আচরণ ঘৃণা প্রদর্শন কাজ করছে ফেসবুক,hate
4321,গত ৩ মাস ধরে ভারত-চীন রাজনৈতিক ও সামরিক মিডিয়া মাধ্যমে সীমান্তের অবস্থার সমাধান নিয়ে আলোচনা করছে। ২৯-৩০ আগস্টের রাতে চীনা পাশাপাশি পরিস্থিতি পরিবর্তন করার চেষ্টা করেছে পঙ্গোং সো দক্ষিণ অংশে।,non-hostile
4322,"গ্রুপ প্রশাসককে 2 দিনের জন্য গ্রুপ বন্ধ করার জন্য অনুরোধ করা হয়, কারণ পুলিশ প্রশাসক এবং গ্রুপメンバーস বিরুদ্ধে বিভাগ 68 140 এবং 188 বিরুদ্ধে আক্রমণ করতে পারে, যদি কেউ ভুলভাবে কোরোনা বা সরকারের আক্রমণের উপর কোন পোস্ট করেন। সবাই কঠিন হতে পারে. তাই প্রয়োজনীয় পদক্ষেপ গ্রহণ করার জন্য গ্রুপ প্রশাসকদের মনোযোগ। প্রিয়দের জন্য মিশন আজ রাতে 12 মিনিট থেকে সারা দেশে দুর্ঘটনা ব্যবস্থাপনা আইন প্রয়োগ করা হয়েছে। এই আপডেট অনুযায়ী, সরকার বিভাগ ছাড়া অন্য কোন নাগরিককে কোন আপডেট পোস্ট করার বা কোরোনা ভাইরাসের সাথে সম্পর্কিত কোন পোস্ট শেয়ার করার অনুমতি দেয় না এবং এটি শাস্তিপূর্ণ অপরাধ।",fake
4323,কোরোনা থেকে অসুবিধা হবে কঠিনআমরা কোরোনাকে হুমকি দেয় না!কোরোনা থেকে বড় লড়াই বাকি!দিকে 1:00 @ZeeNews पर@manishmrinu #coronavirus,non-hostile
4324,চীনকে চ্যালেঞ্জে ভারত জাপান অস্ট্রেলিয়াকে একত্রিত করে যুক্তরাষ্ট্র # চীন # আমেরিকা #IndiaChinaFaceOff#IndiaChinaStandoff #NATO https//tco/wjWZllbQDi,non-hostile
4325,আজ চান্দিগাদে শিক্ষা বিভাগের কর্তৃপক্ষ सहित 261 জনকে #কোরোনা পজিটिव পাওয়া গেছে. এর সাথে এই কেন্দ্রীয় প্রদেশে সংক্রান্ত মানুষের সংখ্যা বাড়িয়েছে 5763। https//tco/Loc3Vp7XQd,non-hostile
4326,এক ছবিতে এক ব্যক্তিকে দেখানো হয় যিনি সাধারণ পোশাক এবং দাঁড়ার প্রতিরোধী পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশাক পোশ,fake
4327,#Unlock4- রাষ্ট্রের মধ্যে এবং একটি রাষ্ট্র থেকে অন্য রাষ্ট্রে ট্রাফিক উপর কোন নিষেধাজ্ঞা নেই https//tco/5cHqXBJW9H https//tco/ulSg7saPzW,non-hostile
4328,দুই জনের হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে এক ব্যক্তির হাত-পাত কাটিয়ে,fake
4329,*N 95 মাস্ক* অকার্য ঘোষণা করা হয়েছে হিসাবে পরে *সেনেটাইজার এবং ড্রাগ*ও অকার্য ঘোষণা করা হবে পরে *ভ্যাক্সিন থেকে অকার্য শুরু হবে* আপনি বাজার রাখুন,fake
4330,অস্ট্রেলিয়ার সরকারকে नाराज করে ফেইসবুক ব্যবহারকারীদেরকে সতর্ক করা হয়েছে- খবর শেয়ার করতে পারে bannhttps//tco/vcRtvpyg6k,non-hostile
4331,বিশ্বের সবচেয়ে শক্তিশালী দেশ মার্কিন ডিলির @ArvindKejriwal মডেল গ্রহণ করছে। মধ্যপ্রদেশের যথিত মা @ChouhanShivraj কখন ঘুম থেকে জেগে আসবে। প্রদেশে महामारीের প্রবাহ বাড়ছে @AapKaGopalRai @AamAadmiParty @AAPMPOfficial https//tco/BV024g2yWw,non-hostile
4332,#AarPaar চীনের আকর্ষণের জন্য সেনাবাহিনীর চুক্তি উত্তর https//tco/aVpYN5jDO0,non-hostile
4333,CM @myogiadityanath এর মিশরে থেকে BJP এর রাজস্থান সংগঠন মন্ত্রী সুনিল বনসাল পূর্ববর্তী एक्सপ্রেস-वेবন্ডেলকন্ড एक्सপ্রেস-वे এবং गोरखपुर আজমগর্ধ লিঙ্ক एक्सপ্রেস-वेতে দীর্ঘ সাত শতাংশ কমিশন খেয়েছেন সমাজনৈতিক পার্টি দাবি করে এই স্ক্রিনের SC এর নির্দেশে সিবিআই থেকে চেক করা উচিত।,"defamation,hate"
4334,#IndiaFightsCoronaমাসক বাতাসের ড্রাগগুলি বায়ুতে এবং অন্যদের মধ্যে প্রদর্শন করতে সাহায্য করে. আপনার চারপাশের মানুষকে সবসময় চোখ-কোর্ভ/মাসক ব্যবহার করার জন্য উৎসাহিত করুন. আপনার আচরণ পরিবর্তন করে কোরোনার উপর যুদ্ধ করুন. #TogetherAgainstCovid19 https//tco/VxKp3L8Wjf,non-hostile
4335,যারা নিজেদের বাড়ি রক্ষা করতে পারবেন নাআপনারা কী করবেন অন্ধবিশ্বাস # উত্তরপ্রদেশ_men_জंगलराज https//tco/pp26eSAy9G,"defamation,hate"
4336,প্রস্তাব থেকে বিশ্বাস করা হবে চীন আজ আবার সীমান্তে ব্রিগেড कमांडर স্তরের আলোচনা#Ladakh #IndiaChinaFaceOff https//tco/k0Sk5DqecA,non-hostile
4337,@_AjitTyagi জেল আমি দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে দাঁড়িয়ে,"hate,offensive"
4338,বর্তমানে পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর পৃথিবীর 150,defamation
4339,কমিউনিস্টদের হারাকাত খোঁজহীন বাগের ইভেন্টটি জায়গা করেছিলেন যে বার্কে ভ্যালিয়ারের রেট কতটুকু আছে! কমিউনিস্টরা কতটুকু নীচ টাইপ আছে নিজেই রেটের পিছনে থাকেন এবং মুলাদের মহিলাদের বেপারডা করলেন এবং তাদের 500/- 700/- রেটও মার্কেটে ফিক্স করলেন!,offensive
4340,আমাদের ঈশ্বরদের জন্য দূন্য গালি শুনতে পরে এখন তখন সঠিক মনে হয়মজহাব শিখছে হিন্দুদের থেকে ঘৃণা রাখতে 🙁,hate
4341,গত দুই সপ্তাহে ভারতের মোট ৪৩৩ কোটি গবেষণায় ১২২ কোটি গবেষণায় গত ২৪ ঘন্টায় ১ মিলিয়ন গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণা গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণা গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণা গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায় গবেষণায়,non-hostile
4342,শুরু রানার পরে হার্হজান সিংহও আইপিএল 2020 থেকে বাইরে যেতে চান #IPL2020 https//tco/bDHrVOTkyL,non-hostile
4343,সানজিয়া রুয়তের Ayurvedic Eggs সম্পর্কে জ্ঞান.Shivseena এর এমন নেতাদের ভাবনা আজই পার্টিকে নিম্ন স্তরে পৌঁছিয়ে দিয়েছে।,fake
4344,ভারতে ৩৬ মিলিয়ন কোরোনা মামলায় ৬৫ হাজারেরও বেশি মৃত্যু https//tco/ZYP5aquWHi,non-hostile
4345,#Redmi9A আজ ভারতে लॉन्च হবে এভাবে দেখুন লাইভ ইভেন্ট@RedmiIndiahttps//tco/J016kGdAYA,non-hostile
4346,#IPL2020 এমএস ডহনি আইপিএল ইতিহাসের সবচেয়ে সাহসী সিদ্ধান্ত নেয়https//tco/ZyrpJwjLQJ,non-hostile
4347,#BreakingNews উত্তর পশ্চিম দিলির এলাকায় সম্মেলনের পর বাবার খালসা ইন্টারন্যাশনাল BKI এর দুই সন্ত্রাসীকে গ্রেপ্তার করা হয়েছে भारी मात्रा में हथियार এবং গুলি-বালুড বারামড https//tco/2gyIRteiih,non-hostile
4348,দূষণ চতুর্থ দুজনকে বাড়িতে প্রবেশ করে মারা যান এবং ভাষা কেটে যান কুকুররা যারা হিন্দুস্তানের বিরুদ্ধে आवाज उठाने চেষ্টা করুন@yogiadityanath # @DChaurasia2312 @ChouhanShivraj @SwetaSinghAT @BJP4MP @SHIFUJIJAIHIND @PMOIndia @Ramesh_Mendola @AkashVOnline @KailashOnline @AnupamPKher,hate
4349,আজ সকালের খবর#Morningnews https//tco/kYsN4F0lgD,non-hostile
4350,রাজা এই ত্রিটরিয়াল আর্মির একজন তরুণ ছিলেন এবং তিনি আর্মি থেকে কোন কারণে বছর বের করা হয়েছিলেন I তিনি অস্ত্র নিয়ে আর্মির বেস থেকে বের হয়ে গিয়ে বাড়িতে এসেছিলেন এবং 2 ওয়াটোকে জীবন থেকে মেরেছিলেন এবং 4 লোগোকে আহত করে একটি বিল্ডিংের দেয়ালে দাঁড়িয়ে বলতে শুরু করেছিলেন আমার বেভফা স্ত্রী এবং তার পুরুষকে আমার সামনে আসবেন না তাহলে যিনি সামনে আসবেন তাকে মার্ডুনাএক ভারতীয় সেনাবাহিনী অফিসার একটি কথিত आतंकवादी থেকে একা 47 রাইফল চুরি করছে।,fake
4351,কখনো #CPIM #দেশের সাথে কী বলছে অ্যাসো থেকে,fake
4352,#Kanpur নাকিবাজ সেনাবাহিনী রিকশা ড্রাইভারকে ধ্বংস করে নাকিবাজ সেনাবাহিনী শহরে থানায় থানায় থানায় থানায় এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে এসে @kanpurnagarpol @Uppolice #HappyTeachersDay2020 #SaturdayThoughts #policemedianews,non-hostile
4353,দেখুন এবং মনোযোগ দিন এবং কী ঘটছে আমাদের দেশে আমাদের ধর্ম গ্রন্থগুলিতে মিলুটি করার কাজ শক্তিশালীভাবে চলছে আগামী ২০ বছর পর আমাদের পরবর্তী প্রজন্ম এই মিলুটি ভেদ পুরনো প্রজন্ম পড়বে. যেখানে লিখিত হবে চরিত্র নির্মাণের ব্যয়বহুল বিষয়। ब्रह्मचर्य একমাত্র ফালু যেমন টপিক হয়. ধর্ম এবং অবিশ্বাস যেমন কিছু নেই. চার্ভাক যেমন নীতিগুলি অত্যন্ত সুবিধাজনক কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন কেমন,fake
4354,"ভারতের রেসারভ ব্যাংকের পূর্ব গভর্নর ইউরজিত পেটেল বলেন, প্রধানমন্ত্রী নরেন্দ্র মোদীকে সবচেয়ে নিকটতম প্রধানমন্ত্রী!",fake
4355,সরকার আগামীকাল মেট্রো গাইডলাইन्स जारी করবে জানুন কী হবে পরিবর্তন#DMRC #DelhiMetro https//tco/TTia6RfeUZ,non-hostile
4356,#BREAKING বিহারের সামস্তপুর থেকে আসে এবং दिल्ली যাচ্ছে একটি বাস দুর্ঘটনার শিকার হন https//tco/TFgblxPqEE,non-hostile
4357,ভারতের স্বাস্থ্য মন্ত্রণালয় কোরোনা ভাইরাসের প্রতিরোধের জন্য জনগণকে একটি পরিস্থিতিগত ঘোষণা দিয়েছে।,fake
4358,শাহबाद মার্কান্ডে ভুল EVM মেশিন पकड़े गए দাবি BJP লোকদের হত্যাকাণ্ড,fake
4359,নতুন সংসদ ভবন দরজাসগার্ডের পৃথিবী প্রার্থনা প্রোগ্রামের উদ্যোগে श्रीमती সোনিয়া গান্দির বার্তা @RahulGandhi @bhupeshbaghel @sushmitadevinc https//tco/XBPZppPFkX,non-hostile
4360,পূর্ব প্রেসিডেন্ট প্রणब मुखर्जीের মৃত্যুর জন্য সাত দিনের রাজনৈতিক দুঃখ ঘোষণা,non-hostile
4361,বেনগালুরে মহিলাকে কোরোনা ইতিবাচক বলে দেওয়া হয় তার পরে তিনি 14 দিন বাড়ি আইসোলেশনে কাটলেন যখন তিনি তার রিপোর্ট গ্রহণ করেছিলেন তখন দেখেছিলেন যে তিনি কখনো কোরোনা ছিলেন না ডাটা এন্ট্রি কারণ তাকে ইতিবাচক বলে দেওয়া হয় #coronavirus #COVID https//tco/jykRILcwHy,non-hostile
4362,UDAN-4 এগুলি 78 নতুন রুট যেখানে বিমান পরিষেবা পেয়েছে অনুমোদন আপনার বাড়ি কোথায় অ্যাপ ডাউনলোড এবং পড়ুন এখানে https//tco/EnbTdBamsW via @NavbharatTimes #UDAN https//tco/iHhR1Fzric,non-hostile
4363,কেজরিওয়াল সরকারের একটি উদ্যোগ কোরোনা রোগীদের জীবন রক্ষা করছে.#DonatePlasmaSaveLives https//tco/xXa4gSeD0g,non-hostile
4364,"হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ, হ্যাঁ!",defamation
4365,উপরের ছবিতে বিচারক মুরলিড্রেশন এবং নিচের ছবিতে সোনিয়া গান্দি জেরের নির্বাচন ফর্ম পূরণকারী আইনজীবী মুরলিড্রেশন এখন বুঝতে হবে।,fake
4366,"আপনি শহরের বাবু সোনা প্রিয়, আমি গ্রামের পৃথিবী কৃষক, আমি সাধারণ ছোট ছেলে, আপনি কন্যা বড় কমনি প্রিয়।",offensive
4367,কি ডায়াবেটিস রোগী প্লাজমা দিতে পারে #IndiaFightsCorona #COVID19 @PrakashJavdekar @PIB_India @shashidigital https//tco/P4RocLrrjI,non-hostile
4368,JDU এর ভার্চুয়াল রেলি এখন 6 সেপ্টেম্বরের পরিবর্তে 7 সেপ্টেম্বর হবে এই বিষয়টি তথ্য পার্টির জাতীয় সাধারণ秘书 রভিন্দার প্রसाद সিংহ একটি চিঠি প্রকাশ করেছেন@kumarprakash4u এর রিপোর্টhttps//tco/gxmnlw6ou4,non-hostile
4369,"লোকডাউন সময় শ্রম ফ্রোম হোম থেকে প্রতিটি তৃতীয় শ্রমিককে মাত্র ৩০০ থেকে ৫০০০ রুপি সঞ্চয় করা হয়, যদিও বেতন কেটে গিয়েছে সঞ্চয়ের गणितीিক ক্ষতি https//tco/hqPpM21Y9N",non-hostile
4370,এবং লো আমেরিকাতে কোরোনা ভ্যাক্সিন তৈরি করার দলটির নেতৃত্ব ভারতীয় মুসলিম ডাক্তার ফারাজ জাদি এখন প্রশ্ন হচ্ছে কি অন্ধকার ড্রাইভ নেবে,fake
4371,বিদেশি নাগরিকদের মধ্যে ১০টি বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে বাইরে,non-hostile
4372,"যখন কেউ পৃথিবী থেকে দূরে যাবেন, তখন তার অম্মা বলবে, সুস্থ হয়ে যাবে না, তখন ইয়োগি আসবে।",defamation
4373,এই ভিডিওটি দেখুন #IPL2020Updates https//tco/EVymtebmvg,non-hostile
4374,আগস্ট 2020 জন্য #GST আর্থিক সংগ্রহ আগস্ট মাসে মোট ৮৬৪৪৯ কোটি রুপি ছিল GST আর্থিক সংগ্রহ বিবরণ https//tco/5CEnogwO08 https//tco/Ng4TCBcKcP,non-hostile
4375,ফ্রান্সের শার্লি অ্যাবডো বলেন- আমরা কখনো লুকিয়ে থাকব না https//tco/MNogV5HPZt via @NavbharatTimes,non-hostile
4376,MG মোটর একটি আরেক #SUV लॉन्च করার জন্য প্রস্তুত #Auto #Cars @MGMotorIn https//tco/dRNKoFDPjH,non-hostile
4377,প্রিয় পাঠকরা পড়তে তিন বছরের জন্য বাহিনী থেকে নিষিদ্ধ হবে*,non-hostile
4378,Coronavirus Case in Delhi কোরোনা থেকে ভয় করবেন না সতর্ক থাকতে হবে ডাক্তার शेखर ম্যান্ডে#Coronavirus #COVID19 #CoronavirusinDelhi https//tco/eTr1BW8KXY,non-hostile
4379,এই প্রচেষ্টা করা হচ্ছে যে Higher Education এর প্রতিটি প্রজেক্ট অর্থাৎ তিনি Academic হোক Technical হোক Vocational হোক সব ধরনের শিক্ষা Silos থেকে বের করা উচিত।Administrative Layersকে কমে রাখা উচিত তাদের মধ্যে আরও সমন্বয় করা উচিত এই প্রচেষ্টাও এই পলিসের মাধ্যমে করা উচিত।,non-hostile
4380,প্রধানমন্ত্রী হতে হার্ডিক সম্ভাবনা – श्री अखिलेश स्मृति – शुभ अखिलेश সুখী দেশ সুখী प्रदेश – निवेदक – सुनील সিং ‘সাজান’ এমএলসি লखनऊ – এননা।,fake
4381,@ChaudharyIntej6 @SanjayAzadSln কখন থেকে কৃষি করতে শুরু করেছিলেন বা bsdk সালি দানায় আগুন দেওয়ার বাইরে কিছু করেছিলেন মাতারসা প্রদর্শন দেখেছিলেন শান্তি बैठे,"hate,offensive"
4382,কয়েক মাস ধরে নবালিগ মেয়েকে যৌন নির্যাতন করেছিলেন বাবা আবার এমন ঘটনার ফলাফলhttps//tco/ZDOpKOsoWB,non-hostile
4383,মনের কথাতে প্রধানমন্ত্রী @narendramodi শিক্ষার্থীদের এবং শিক্ষকদের স্বাধীনতা সংঘর্ষের অ্যাকাউন্ট হ্রাসের গল্পগুলি প্রকাশ করার জন্য प्रेरित করেছেন বিবরণ https//tco/AOjXyz96C6#MannKiBaat https//tco/kJLDyz6ylz,non-hostile
4384,"কর্তৃপক্ষ জানিয়েছেন, রিয়াের মারিয়ুয়ালা এলএসডি এবং এমডিএমএ যেমন নিষিদ্ধ ড্রাগগুলি নিয়ে কথিত চ্যাটের সামনে এসেছে এ ধরনের নিষিদ্ধ ড্রাগগুলি গ্রহণ এবং ব্যবহারের অভিযোগে গবেষণা শুরু হয়েছে তাহলে এই एनডিপিএস আইটি কি @ShaktiBadhal https//tco/VgRZp7oj3c",non-hostile
4385,এতটা দূষণ ঘুরে গেছে মিডিয়া এয়ারোতে এখন তখন পত্রিকাও জ্বালানো হচ্ছে খোলাআম ফিজে ভাইরাল পোস্ট দ্বারা এই জায়গা করার চেষ্টা করা হয়েছে জনগণ এখন মিডিয়াকে খোলাভাবে বাদ দেয়,fake
4386,ক্রিস্টোফার নোলনের চলচ্চিত্র টেনেট চলচ্চিত্রে रिलीज হয়েছে#entertainment https//tco/Gtk5DjCKma,non-hostile
4387,জাতীয় শিক্ষা নীতি অনুসন্ধানগুলি প্রয়োগ করার দায়িত্বে আপনি সকল সরকারী ও শিক্ষা মন্ত্রীদের খুবই গুরুত্বপূর্ণ দায়িত্ব। আমি বিশ্বাস করি যে জাতীয় শিক্ষা নীতিকে কার্যকরভাবে প্রদান করে আপনি সবাই ভারতকে ‘নোলজ-হাব’ তৈরি করার ক্ষেত্রে আপনার প্রভাবিত ভূমিকা পালন করবেন। https//tco/5LkqR4NQTb,non-hostile
4388,@Nikhil_Dwivedi গাড়ির নীচে যাওয়া কুতিয়াও এমনই ভাবছে যে গাড়ি আমার থেকেই যাচ্ছে।বোলিউড কেবল পেন্টি জানগিয়া দেখেছে মানুষকে।,offensive
4389,"তিনি বলেন, ‘আমি যদি তোমার পাশে থাকতাম, তাহলে তোমার পাশে থাকতাম, তাহলে তোমার পাশে থাকতাম, তাহলে তোমার পাশে থাকতাম, তাহলে তোমার পাশে থাকতাম।",non-hostile
4390,প্রত্যেক দেশবাসীকে गणेश चौतुर्थीের হার্ডিক শুভেচ্ছা#GaneshChaturthi https//tco/y4fDyaifez,non-hostile
4391,সাবেক প্রেসিডেন্ট #PranabMukherjee এর রাজনৈতিক ভ্রমণ দেখুনWATCH https//tco/NmgtiGRwff https//tco/fs3qMNktql,non-hostile
4392,এর মানে কোরোনা শেষ হয়েছিল Breaking News WHO বিশ্বের বিডা গর্ক করার এবং অর্থনৈতিক অবস্থা খারাপ করার পরে পুরোপুরি U টার্ন গ্রহণ করেছে এবং বলেছেন কোরোনার অসাইমটোম্যাটিক রোগীকে অথবা আইসোলেট হতে হবে না বা কভারেন্টিন হতে হবে না বা সামাজিক ডিস্টেন্সিং করতে হবে এবং এটি একটি রোগী থেকে অন্যের মধ্যে ট্রান্সমিট হতে পারে না।,fake
4393,অসামে একজন মানুষ গাছ কিনেছিল কয়েক রাতে তিনি কুকুরের বুকের শব্দ শুনেছিলেন একদিন তিনি সিসি টিভি ক্যামেরা দেখেছিলেন তিনি এটা দেখে বিস্মিত ছিলেন প্রতি রাতে একটি টেনদুয়া গাছের কাছে আসে সে গাছের পুরনো মালিককে প্রশ্ন করে এবং খুঁজে পেয়েছিলেন এই টেনদুয়া মা তার ২০ দিনের মধ্যে মারা গিয়েছিলেন এই গাছ তাকে তার দুধ পান করে জীবন বাঁচিয়েছিলেন তখন টেনদুয়া বড় হয়েছিল তাকে গাছে ছেড়েছিলেন কিন্তু বড় টেনদুয়া এখনও গ্রামে এই গাছের কাছে প্রতি রাতে আসে যা তিনি তার মা মনে করেন,fake
4394,প্রথমে র্যাপার श्री রাজशाह जीকে স্মরণ করবে এবং বলবে ‘হাই তাপমাত্রা’ এটাই বলছে পৃথিবী যখন তাপমাত্রা বাড়ছে তাপমাত্রা বাড়ছে তাহলে আমাদের পানি শরীর যেমন নদী নদী ত্যাগ সব পানি পানি পানি হয়ে উঠছে @JohnPhoenix001 https//tco/AJ8PKVxd53,non-hostile
4395,@dilipaudit144 আপনাকে কয়েক মাস থেকে কোন দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ দূষণ,defamation
4396,সুরপানন্দ সারসভেটি দ্বারা জগান রেডিডিকে হিন্দু ধর্মে ফিরে নিয়েছে. সুইমি 30 মে তার শপথ গ্রহণের অনুষ্ঠানের তারিখ নির্ধারণ করেছিলেন এবং ব্রেকিং নিউজ জগান মোহান রেডিডি খ্রীষ্ট ধর্ম থেকে হিন্দু ধর্মে পরিণত হয়েছিলেন।,fake
4397,BJPকে যেতে হবে সেটা কি হচ্ছে বাইকোটের অগ্নিতে চীন থেকে প্রদর্শন বৃদ্ধি. জুনে প্রদর্শন ৪৮ বিলিয়ন ডলার থেকে ৫৬ বিলিয়ন ডলারে বৃদ্ধি হয়েছে।,non-hostile
4398,পৃথিবীর সবচেয়ে মূল্যবান 5G স্মার্টফোনের लॉन्च মূল্য 11000 রুপি থেকে কম!#5G#5GWorld#RealmeV3#RealmeV35Ghttps//tco/iBdc5VDMay,non-hostile
4399,#SushantSinghRajput কেসের সাথে সম্পর্কিত #SandeepSsingh তৈরি করা হয়েছে PM এর বাইপিক Maharashtra এর অভ্যন্তরীণ মন্ত্রী বলি- Sandip এর ড্রগ এবং BJP সংযোগের CBI চেক করুন https//tco/bq9tBaR9k6,non-hostile
4400,প্রধানমন্ত্রী @narendramodi 'অনাম' এর পবনের সুযোগে জনগণকে শুভেচ্ছা জানিয়েছেন https//tco/tdhOGtZdwB,non-hostile
4401,RT @Komal_433 আজ সব গিথ তাদের পুরুষ হওয়ার জন্য উদযাপন করবে @_garrywalia,"hate,offensive"
4402,চীনা মিডিয়া হুমকি গ্লোবাল টাইমস লিখেছেন- ভারতের চীনের সাথে কোন লড়াই নেই যুক্তরাষ্ট্রের সাহায্যেও যুদ্ধ জয় করতে পারে না https//tco/pwfqaLJNai #IndiaChinaBorderTension #LadakhBorder #IndianArmy @NorthernComd_IA @adgpi @DefenceMinIndia @rajnathsingh@DrSJaishankar @PMOIndia,non-hostile
4403,#NewsAlert বিসিসিআই ঘোষণা ক্রেড হবে আইপিএলের অফিসিয়াল প্যারেন্ট@BCCI @CRED_club https//tco/ked7pdh9kw,non-hostile
4404,@anuragkashyap72 সালি চার্সি চুপ করো এবং G বাঁচো কথাই চিঠি এগিয়ে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে নেমে না।,"hate,offensive"
4405,"বাংলাদেশে একজন বিচারক ১৬ ধর্ষককে মৃত্যুদণ্ড শুনেছিলেন এবং একই সাথে বললেন, এটা ভারত নয় যে আপনি বাঁচতে পারবেন - যদি ভারতেও এমন হতো।",hate
