,Post,Labels Set
2546,आरबीआईने 60 रुपये 75 रुपये 100 रुपये 200 रुपये 125 रुपये 500 रुपये आणि 1000 रुपयेचे नवीन सिक्के लॉन्च केले आहे.,fake
2547,एक कथा म्हणाली की साला हिंदुस्तानमध्ये सिनेमा आहेत तर लोक चुतिया बनणार रामादिर सिंग विधयाक वाससेयपूर,offensive
2548,#Coronavirus परीक्षण किट आईसीएमआरने वाढलेल्या किंमतवर खरेदी केली,fake
2549,रिपब्लिक पोल नामक एक नकली ट्विटर अकाउंट आपल्या विवादास्पद पोलमुळे नेटिज़न्सच्या नाराजगीचा शिकार बनतो. पत्रकार सहित अनेक ट्विटर वापरकर्त्या हा अकाउंट चॅनलचा आधिकारिक अकाउंट मानतात.,fake
2550,सरल भाषात “अगर मी फंसतो तो भाऊ तू तुझ्या दृष्टि लियो” थोडी बुद्ध्यांच्या भाषात तुझ्या कारणामुळे @Facebook कोणत्याही कानूनी झमेलीत फंसतो तर ते तुझ्या कंटेंट फूटेल तुझ्या खात्यावर रोकणार@ktakshishhttps//tco/87deq5HLGi,non-hostile
2551,"पूर्व अध्यक्ष श्री प्रणब मुखर्जीची आठवणी राहणार सात दिवसीय राजकीय दुःख 31082020पासून 06092020पर्यंत लागू राहणार आहे, ज्यामध्ये दोन दिवस https//tco/MumlGR59Yc",non-hostile
2552,अना हजारे कुठे मरला तू हरियाणा पंजाब का प्रसाद मर रहा आहे सड़कवर तू आराम से सो रहा आहे कमीनी रामदेव तुझ्या साथ ही कुठे आहे चोर ती दिसत नाही 15 लाख रुपये साझा करणाऱ्यांना कुठे रुकून बैठलेले लोक विचार करतात तुझे लोकांना इतके जूती पण तुझ्यावर पुन्हा आयुष्यात कधीच दुसरत नाही https//tco/BFVKPHLU1V,"defamation,fake,offensive"
2553,अंततः पाकिस्तानसारखी आतंकवादी देशा भारतातील कांग्रेस सरकार क्यू चाहती आहे सर्व भारतीय विचार करा रतन टाटा,"defamation,hate"
2554,BPSCच्या नवीन अध्यक्ष विभागने जारी केली सूचना@kumarprakash4u की रिपोर्टhttps//tco/5DB8umhjrt,non-hostile
2555,पृथ्वी स्वयं घूमते आहे किंवा बिनोड ही घूमते आहे.,defamation
2556,संवैधानिक संशोधनमध्ये संसदेत सीमा निर्धारित करण्याच्या निर्णयाची मागणी करणाऱ्या काशवानंद भारतीच्या रविवारी रात्री मृत्यू झाला. त्यांची 79 वर्षांची होती. 1973 मध्ये त्यांची मागणीवर 13 न्यायाधीशच्या पीठने संवैधानिक संरचनाची सिद्धांत दिली होती आणि म्हणाली की संवैधानिक संशोधन करुन ते बदलू शकत नाही. @JagranNews https//tco/tGCfsOYg0w,non-hostile
2557,केरलमध्ये CPI M का60 वर्षीय बुड्डा नेता #मोइनुद्दीन_कुट्टी 10 वर्षांच्या #हिंदू_दलित_बच्चीपासून दुर्व्यवहार करीत पकडले आहेयह ऐकून कठुआवर बावेला मचणी करणाऱ्या सर्व सेकुलर हिंदू आणि बामपंथी शायद कोमामध्ये गेले आहेत बॉलिवूडच्या तीन हिरोईन कोपता नाही शर्म आलं नाही,hate
2558,मोर दाखवून जीडीपीच्या शोरचा दबाव.वर्षेपर्यंत हे सर्व जमाना आठवते.,"defamation,offensive"
2559,हरियाणा सरकारने वित्त वर्ष 2020-21 मध्ये अनुसूचित प्रजाच्या किसानंसाठी विविध योजनांच्या तहत 19363 कोटी रुपयांची राशि प्रदान केली आहे.,non-hostile
2560,रेल्वे NEET/JEE परीक्षा देणाऱ्या विद्यार्थ्यांसाठी 2 ते 15 सप्टेंबरपर्यंत चालणार विशेष ट्रेन्स पूर्ण सूची https//tco/soGD2ee4lw via @NavbharatTimes,non-hostile
2561,दारुल उलूम देवबंदमध्ये आता नवीन फतवा जरी होईल दुबईच्या मस्जिदमध्ये नमाज अदा करायला हराम आहे.,fake
2562,84 लाख युनियांमध्ये भटकल्यानंतर मतदान करण्याचा अधिकार मिळतो कृपया इसे 👉🏻सुतिया राहुल गांधीला देकर व्यर्थ न करा! 😂😂,hate
2563,राहुल गांधीच्या रॅलीमध्ये 95% लोकांना तो फक्त हे दिसत आहे की वास्तवच मूर्ख आहे किंवा भाजपाचे व्हिडिओ संपादन करतात.,"defamation,offensive"
2564,RT @Nehaa7300 उद्धव ठाकरेने सर्जिकल स्ट्राइक करून कंगनाच्या अवैध ऑफिसला केले तबाह अंधभक्त शॉमेमध्ये आहे आणि कंगना कधीच पागल होऊ शकतो...,offensive
2565,जनवरीपासून सर्व कार्ड धारकांना घरवर राशन उपलब्ध करावे लागेल केजरीवाल सरकार.#Delhi https//tco/RYdgQO8z81,non-hostile
2566,जनपद अलीग्रेडमध्ये मान्य विधायक यांच्याशी घडलेल्या घटनासंबंधी @dgpupला प्रभावी कार्रवाई करण्याची निर्देश दिली आहे.संबंधित थाना अध्यक्षला निलंबित करण्यात आली आहे.एएसपी ग्रामीणला स्थानांतरित करण्यात आले आहे.IG अलीग्रेडला आजपर्यंत आंकडे उपलब्ध करायला निर्देश दिले आहेत.,non-hostile
2567,सुशांत मृत्यू कसा 14 जूनला सुशांतच्या घरी आले दोन एम्बुलेंस स्वतः ड्रायव्हर यांनी खुलासा केला https//tco/c0cqTJiz8I #SushantSinghRajput https//tco/JAycfOitFq,non-hostile
2568,आपल्या कारण देशासाठी उठणाऱ्या तूफानला थमना नका असे तूफान अनेक वर्षांनंतर आले आहे आज तो आम्ही खरादमध्ये दिला परत पाहिले आहे जय श्री राम जय जवान जय किसान,non-hostile
2569,‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुहम्मद सल्लल्लाहु अलैहि व सल्लम ने फरमाया : ‘अल्लाह मुह,"hate,offensive"
2570,कोरोना फक्त चयनित शिक्षका विद्यार्थ्यांना मिळते परिवहन त्यांनाही बंद आहे मोठ्या राजकीय सभांमध्ये कोरोनावायरस आले नाही ते खूप बुद्धिमान आहेत किंवा तुमच्या डबल नीति आहे #GiveMPTETjoiningOrAllowToDie,"defamation,hate,offensive"
2571,#BREAKINGRIAने सुशांत सिंह राजपूतची बहन प्रियंकावर शिकायत दर्ज केली. @arvindojha देतात अधिक माहिती #ATVideo #SushantSinghRajput #Mumbai #RheaChakraborty @sardanarohit https//tco/zl53Icnsbj,non-hostile
2572,418 रुपयांची वाढ सोनेचा भाव सोने 2246 रुपयांची वाढ #goldprice #goldrate #silver #gold #silverprice https//tco/xRaG79MWXQ,non-hostile
2573,कर्लच्या वित्त मंत्री डॉ. टीएम थॉमस #कोविड19 से संक्रमित झाले आहेत.,non-hostile
2574,कश्मीरी भाऊंचा दुख पूर्ण उम्मात मुसलमाचा दुख आहे पण दुःख हे लोक आज चुमोश आहेत जे सर्व राजकीय मुद्द्यावर ट्रेंड करतात पण आज त्यांना हे ट्रेंड दाखवणार नाही.,offensive
2575,@RamBhat66431002 हे इतके छोट्या मुलांना करतात खिलौना तोडतो तो पुढच्या वेळी ला देणार नाही. हे तो वाचले आहे ना.,hate
2576,गैंगवार हिस्ट्रीशीटरच्या चाकूतून गोडकर हत्या मुलांना गॅंगमध्ये शामिल केले होते सोशल मीडियावरही अपराध करण्यासाठी संपर्क करायचे होते https//tco/PhQfJr3d3d #Ujjain #MadhyaPradesh,non-hostile
2577,चोर आहे गोंधळ आहे गोंधळ आहे गोंधळ आहे नाटकबाज आहे https//tco/eQbym9NYIy,offensive
2578,#Kanpur प्रेमीच्या धोखाधड़ीमुळे आघाती प्रेमिका ने फांसी केली आत्महत्या युवयाने प्रेमिकाला लग्न करण्यासाठी टर्काया युवयाने लग्न करण्यासाठी 7 लाख रुपयांची मागणी करण्यासाठी प्रेमीला कोर्टाला कॉल करके स्वतःला मिळत नव्हते युवया नोबस्ताच्या काशव नगरचा मामला @kanpurnagarpol @adgzonekanpur @Uppolice,non-hostile
2579,@yadavnirdosh199 कृपया आपल्या समस्याची संक्षिप्त माहिती देऊन सांग. @ambedkarnagrpol,non-hostile
2580,दिल्ली BJPने 14 नवीन जिला अध्यक्ष बनावेसमे 1 दलित amp 1 पूर्वांचली. पूर्वांचलींची जनसंख्या 30%amp दलित 23% आहे. जवळपास 53% वालोंला 2 पद amp47% वालोंला 12 आहे.,non-hostile
2581,5 ऑगस्टसाठी तयार आहे आमच्या अयोध्याहर घरात भगवा छाया येणार <unk> <unk> राम राज्य पुन्हा येणार <unk> <unk>जय श्री राम <unk> <unk> <unk>,fake
2582,PMCARE फंड सार्वजनिक प्राधिकरण नाही म्हणून आरटीआई लागू होत नाही. म्हणजे प्राइवेट ट्रस्ट आहे. ट्रस्ट/सोसिएटीच्या रजिस्ट्रेशन इनकम टैक्स छूट इत्यादि महिन्यां लागतात. डोनाशन 3 वर्षानंतर मिळतो. फिर PMCAREला 4 दिवसात 2105 कोटी सरकारी उद्योगातून कसे मिळतो. म्हणजे मोदी जीसाठी कायदा नाही.,non-hostile
2583,राष्ट्र आहे तर धर्म त्याच्या आत्मा आहे <unk> <unk> <unk> <unk> शरीर बदलतात पण आत्मा अविनाशी आहेआत्माच्या विनाशला फक्त सर्वनाश म्हणतातभारतच्या भाग सेही सनातनला विश्वास ठेवणाऱ्यांना मिटे त्या देशाच्या शरीरपासून विघटित झाले आहे.,"fake,offensive"
2584,आरटी @Nattashasharrma बचपनमध्ये घरावांना डरावेत दादाजी बाबा झोला घेऊन येतील आणि सगळं घेऊन येतील.,hate
2585,हिंदू देवी देवतांवर अभद्र टिप्पणी करणाऱ्या हीर खानवर FIR लिहिणे फेरार.जबही येते तो मला माझ्या #हिंदू_धर्मवर गर्व आहे.मेरी धर्माची सत्य-मजबूती ही त्यांच्या नाराजगीचे कारण आहे.वे आपल्या धर्मावर गर्व होते तो हे दुसऱ्यांना गाली देणार नाही.#ArrestHeerKhan,"hate,offensive"
2586,#JEEMainच्या परीक्षा देण्यानंतर विद्यार्थ्यांनी आपल्या अनुभव रिपोर्ट सांगली- अनूप पांडेय https//tco/RhtzJCA0Tz,non-hostile
2587,कोणत्याही धर्म किंवा कोणत्याही मुहब्बत हे करण्याची अनुमति देतो स्पष्ट गवार लोकांना एक बुजुर्ग माणूसची इज्जत उढत आहे मनुष्याची सर्वात मोठी खुलत आहे आणि ताकत त्याची इज्जत आहे आणि अखलाकपेक्षा मोठी कोणती मुहब्बत नाही पण एक स्पष्ट गवार लोकांना समजत नाही तुम्ही मुसलमान आहात तुम्ही सुकून जीवित करू शकत नाही तुमच्या इज्जत लूटी होतील तुम्हाला मारले जातील कल रात्री माझ्या आंखें म्हणतात रोई भारताच्या मुसलमानंची आवाज ऐकून नाही #Safwan_Saleem #Viral Sic,fake
2588,भारतीय सैन्यांनी पाच चीनी सैनिकांना शूटिंग केल्यानंतर कम्युनिस्ट पार्टीचे नेता दिल्लीत रॅली केली.,fake
2589,यूपी: गाजियाबादमध्ये कार चालकाच्या हत्याची घटना चार जण गिरफ्तार #CarDriver #Murder #Ghaziabad https//tco/zKK6dTN1rU,non-hostile
2590,सुरुवात झाली लालू स्मृतीची पार्टी आरजेडीमध्ये बवाल रघुवंश प्रसाद सिंहच्या समर्थकांनी हा बड़ा कदम उठायारपोर्ट: @kumarprakash4u #RaghuvanshPrasad #RJD #LaluYadav #RamaSingh https//tco/Gr5Bf9G5IE,non-hostile
2591,कंगना रनौतच्या ऑफिसला येणाऱ्या बीएमसी कर्मचारी अभिनेत्री म्हणाले- माझे स्वप्न टूटण्याची वेळ आली आहे#KanganaRanaut #BMC #Mumbaihttps//tco/mVo1atEWBe,non-hostile
2592,#जीवनसंवाद स्वतःला जाणून घ्या तर लोकांच्या डोळ्यांत छविची मोहून काढून घेण्याची गरज आहे दुसऱ्याकडे बघून घेण्याची गरज आहे मन आपल्या प्रकाशला पाहून घेण्याची गरज आहे चंद्रमासारखी सर्व काम दुसऱ्याच्या प्रकाशला चालवू शकत नाही! https//tco/z5GRk5Fym6 #MondayMotivation,non-hostile
2593,कोणी बोलत आहे की प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणाचा प्रकरणा,hate
2594,प्रशांत भूषणला अपमान करण्याचा मामला आज सजा सुनाऊ शकतो सुप्रीम कोर्ट https//tco/6gdnIKitP7,non-hostile
2595,दिल्ली-मुम्बईचा रास्ता गोआ होण्याची गरज होती पार्सल@narcoticsbureau #Drugs #Marijuana @pramodsharma29 https//tco/uo1sSSPfOb,non-hostile
2596,@advneerajtpbh सही म्हणतो भाऊ बॉडी तो नाही जलातेवर देश जळतात.जहांच्या पत्तेत खातेउसुद्धा छळ बनतात.@Sudhir_mish...,offensive
2597,मोदी जी बनण्यास पहिला पंतप्रधान जिच्या जीवनात 72 वर्षात पहिल्यांदा बंगलादेशी टकापासून रूपाळ झाला कमजोर झाला 116 ₹ दोन तरफ 100 बंगलादेशी टका!,fake
2598,#Noida- नोएडा TI से त्यांचे सैनिक स्वतःच्या महकमेच्या अघिकारियांनी सैनिक परेशान TI राम रतनवर शोषण करण्याचा आरोप व्हिडिओ संदेश भेजकर अफसर्यांच्या शिकायत ट्रॅफिकच्या ग्रुपमध्ये व्हिडिओ डालकर शिकायतTI राम रतन यांच्याशी कर्तव्य ठेवा नका गुहार@noidapolice @Uppolice #policemedianews,non-hostile
2599,काय जहर झाला सुशांतचा जीवन #SushantKaSachKya वर ट्वीट करा आपल्या राय @mamtaketankale @_SanjayGupta @imshreyanarayan @abhasinghlawyer@Kunickaa @ShainaNCदेखील टॅल स्टॉक 455 PM @ZeeNews वर @AmanChopra_ साथ https//tco/6RoEb9btIv,non-hostile
2600,#IndianRailways जेईई नीट एनडीए परीक्षा विद्यार्थ्यांसाठी 2 ते 15 सप्टेंबरपर्यंत #Biharमध्ये विशेष ट्रेन चालणार आहे.https//tco/UC7omCPXkX,non-hostile
2601,IIT बम्बूने चीनच्या एप्लिकेशनच्या वैकल्पिक म्हणून एक कॅमस्कॅनर सुरू केला https//tco/iuSodL0xVK,non-hostile
2602,हे लडाई परीक्षा प्रक्रिया सुगंध करण्यासाठी आहे राजनीति किंवा बगावत नाही.#SpeakUpForSSCRaliwaysStudents #सर्वप्रिय_योगीजी,offensive
2603,@juniorbachchan भाऊ तुझ्या आईला औकात ठेवा साली हारामी थाली म्हणतात हे तुझ्या प्राचीन कोणी इतकी मोठी मदत केली होती अमर सिंगजी त्यांच्याबरोबर काय केले ते आता भोंक करतात साली हारामीमैककारगद्दारवाहिताकुत्ती कमानी.,hate
2604,#IndiaChinaBorderNews औद्योगिक आणि खाद्य संकट चीन 1962 अशा परिस्थितीत #चीना #IndiaChinaBorderTension https//tco/ChNH7gircF,non-hostile
2605,#Saharanpur SSP एस चिन्प्पा ने निरीक्षण केले पीएसीच्या 276 पद्यांसाठी निरीक्षण आरक्षण पोलिसाच्या लाइनमध्ये केले. @saharanpurpol @Uppolice #WorldEyesOnCBI4SSR #SoccerAid #CbiInvestigationForHssc #UPPolice #policemedianews,non-hostile
2606,दिल्लीमध्ये मुलाकात केल्यानंतर दोन आतंकवादी गिरफ्तार झाले #Delhi @DelhiPolice @HMOIndiahttps//tco/QzVBr9X8KO,non-hostile
2607,"देशाचा जीपीडी -24% पडला आणि अंबानीचा आयोटा 35% वाढला, कोणसाठी काम करतो PM मोदी",defamation
2608,"RT @WasiuddinSiddi1 वास्तव आज चांगले दिवस आलो आहे, जे प्रकारे बोणार ते कटेल","hate,offensive"
2609,#ChennaiSuperKingsचे खेळाडू #DeepakChahar कोरोनापासून ठीक झाले आहे.https//tco/orBa5eXeIe,non-hostile
2610,तारह हजार कोटीमध्ये माझे फक्त 32% हिस्सेदारी आहे बाकी कांग्रेसी नेतांचा आहे म्हणून हरामजादंना मोदीपासून भय वाटते.,fake
2611,भारतात गेल्या 24 तासमध्ये 69921 नवीन COVID-19 कॅस कोरोनावायरसमुळे 819 मृत्यू झाले https//tco/RGi890OZvP,non-hostile
2612,राम का बहाना काम नफरत फैलाना बंगालपासून यूपीपर्यंत रामवर कोहराम कशाला जबरदस्तीची जयशी खुश होईल राम #सीधासवाल @RubikaLiyaquat म्हणून आज शाम 5 वाजता https//tco/1d2BVxvpSs,non-hostile
2613,मुख्यमंत्री श्री @myogiadityanath जी द्वारा जिला अधिकारकर्त्यांनाही निर्देश दिले आहे कि प्रदूषित जलजनित वेक्टर मच्छर मच्छर प्रजनित बीमार्यांची रोकथाम करण्यासाठी आवश्यक उपाय करायला हल्ला आयुक्त श्री संजय गोयल जी@ShishirGoUP,non-hostile
2614,ALERT एलएसीवर 1000 वर्ग किलोमीटर क्षेत्रात चीनचा कब्जा https//tco/2vdbPrU0y0,non-hostile
2615,पंतप्रधान नरेंद्र मोदीचे नेतृत्व करणाऱ्या केंद्रीय सरकारने उच्च शिक्षासाठी बजट आवंटनमध्ये भारी गिरावट केली आहे.,fake
2616,@anuragkashyap72 @PriyankaKhimani अशा दलाल बॉलिवूडला बदनाम करतात ज्यांच्या बॉलिवूडमध्ये कोणतीही स्थिती नाही एकही चित्रपट त्याची हिट नाही दोन-चार छिनरा छिनरी दोन चार भरुआ मिलकर बॉलिवूडला बदनाम करतात दलाल पहचान करायला काम करण्याची गरज आहे दलाल काम करू नका तो पुत्र नाव होणार नाही तो जूते पडेल,"defamation,offensive"
2617,माझे दादा फौजमध्ये मेजर होते आणि त्यांना पेंशन मिळते ती दादा आता राहणार नाही पण माझे नाक माझ्या दादाशी भेटते तर मी फौजमध्ये मेजरचा नोकरी मिळेल का?,defamation
2618,प्रदेशात ई-संजीवनी पोर्टल निरंतर वापरले जातात. कल 1960 लोकांनी ई-संजीवनी पोर्टल वापरकर डॉक्टरांना सलाह घेतली ACS चिकित्सा आणि स्वास्थ्य श्री अमित मोहन प्रसाद जी@ShishirGoUP,non-hostile
2619,#GoldPrice आज सोना आज पुन्हा झाला महंगा जाणून घ्या 1 सप्टेंबरचा दर https//tco/ja584bPQda,non-hostile
2620,कंगनाला Y श्रेणीच्या सुरक्षा मुंबई पहुंचण्यापूर्वी कंगनाच्या ऑफिसवर बीएमसीने छापा मारला महाराष्ट्रच्या मंत्रीने त्यांना भाजपाचा पोप म्हणला https//tco/jBYAtFs5w1 #KanganaRanaut #Mumbai @shivsena @mybmc @KanganaTeam@VijayWadettiwar @AnilDeshmukhNCP @rautsanjay61 @BJP4India,non-hostile
2621,रमजान महिन्यात हे खबर चांगले गेले होते शिवानी आणि रिया नामक हिंदू बेटांनी हिंदू-मुस्लिम एकताचा उदाहरण दिला आहे. अरे कशाला येतो तो सांगतो शिवानी ने पहले तो रोजा रखा आज इस शिवानीच्या मजहबी पतिने ठोकई केली आहे. सारी गंगा जमुनी तजजीब बाहेर पडली आहे. प्रेम जिहाद झाला होता मजहबी से शिवानी का आता भुगतान कर रहा आहे आशा आहे लवकरच रियाच्या अशा फोटो आले तर अचरज मत करा.,fake
2622,31 ऑगस्ट 2020 वर आयपीडीचे आंकडे आले वित्तीय वर्ष 2020-21 च्या पहिल्या तिमाही म्हणजे अप्रैल-मई-जून आणि आंकडे भयानक आहेत-2390जी ऋण तेइस दशमलव नौ शून्य प्रतिशत@darpansah https//tco/BeH41Qn4GZ,non-hostile
2623,घरातल्या लोकांनाही करायचे आहे दिल्लीमध्ये उपचार. स्वास्थ्य सेवामध्ये सर्वोत्तम केजरीवाल. https//tco/nE6JhemJCS,non-hostile
2624,भाऊ श्रीच्या ब्लॅक टिकट विकत स्वतः खूप काला पैसे कमाई होओर काला दिवस बोलताना शर्मिता नाही साले साधा तू स्वतः लुटियन मोडमध्ये आहे@SanjayAzadSln https//tco/NHo4wClj1H,offensive
2625,कोरोना देशात मृत्यू दरमध्ये 022% कमी झाले 177% 7 देशात हे 2% कमी आहे देशात आतापर्यंत 3694 लाख कासhttps//tco/GQIk6Jr4T4#CoronaUpdatesOnBhaskar @MoHFW_INDIA @AyushmanNHA @PMOIndia https//tco/0XgRrL0TKI,non-hostile
2626,लॉकडाउनचे सर्व नियम पाळून घरातल्या घरात लग्न करणाऱ्या जोडप्याला @nashikpolice यांनी अनोखी शैलीत दिली शुभेच्छा! एक जोडी ने कोणत्याही नियमची उल्लंघन करून आपल्या घरातही लग्न करण्याचा निर्णय घेतला कारण नाशिक पोलिसांनी त्यांच्या पद्धतीने त्यांना बधाई दिली.,fake
2627,महाराष्ट्रमध्ये घरी खरेदी करावे लागेल सस्ती डिस्काउंट दरवर होतील घरी रजिस्ट्रीhttps//tco/s2IIyOoUiz via @NavbharatTimes #Housing #Property,non-hostile
2628,दिल्लीच्या लोकांना बधाई. एक तरफ ज्यात देशात वर्षात वर्षात बिजलीची दर वाढत आहेत दिल्लीमध्ये निरंतर छोटे वर्षात बिजलीची दर वाढत नाही आणि काही क्षेत्रात दर कमी करत नाही. हे ऐतिहासिक आहे. हे कारण होत आहे कारण तुम्ही दिल्लीमध्ये एक ईमानदार सरकार बनवले आहे.,non-hostile
2629,अंधभक्त वर्षो हे सांगू कुल्दीप सिंह सेंगरला जमानत क्यू मिळाली आता तो साफ समजून येतो कि बलात्कारक जनता पार्टी लॉकडाउन करून कांड करीत आहे जो कोणी तलाबंदी के बिना संभव नव्हता @Republic_Bharat @PTI_News @ndtv @RajatSharmaLive,"hate,offensive"
2630,@AshokLokhande2 @KanganaTeam खूप कमिनी आहे तुझ्या पोस्ट,"defamation,fake"
2631,त्यानंतर N-95 मास्क बेकार घोषित करण्यात आले आहे. तसेच कमाईनंतर सेंटेजर हॅंडवाश आणि immunity booster दवांनाही बेअसर घोषित करण्यात येणार आहे. फिर टीकांकडून कमाई सुरू होणार आहे. तुम्ही डर रखो आणि आम्ही बाजार रखो.World Horror Organization WHO सदैव तुमच्या भयशी आहे!,fake
2632,RT @_Pb_swain_ तुम्हाला माहित आहे का 🙁भारत पहिल्यांदा माफी बाबू एडविनाने लेहरू जीको बोलले होते कारण लेहरु जीसुद्धा मोठ्या नॉटी होते 😂😂😂,defamation
2633,#अंग_तस्करी_व्यावसायिक आहे काय #मृत_शरीरच्या पैकेजिंगचा व्हिडिओ कशा नाही बनातो@narendramodi @WHO @Ravishndtvv @fighterMamta @meenavoice @iDhanrajMeena @RamkishanMeena0 @_safoora_zargar @PJkanojia @Ambedkar_Boys @Dr_Uditraj @aajtak @SharadYdOffice,non-hostile
2634,#ReportForSSR काय ड्रग्सचे निरीक्षण आता नेतांना आले आहे कारण प्रश्न पूछणाऱ्यांना रोकले जातात हे बघितले जातात भारतात अर्नबच्या साथ रिपब्लिक भारतात LIVE https//tco/SDGVEbtJgs https//tco/U13340o8SD,non-hostile
2635,#Rahul_Gandhi यांच्याशी हेही #जिहादिन आहे जो कल सुरक्षा बलोंवर पथराव करणाऱ्या दंगाईला बचाव करीत होते आणि भद्दी भद्दी गालिया देीत होते. <unk> राहुल यांच्याशी त्याचे फोटो बघून एक गोष्ट साफ झाले आहे की ये दंगाई पूर्णपणे सुनियोजित तरी #कॉन्गर्सकडे #आम_आदमी_पार्टीच्या मिलिभ्यापासून झाले आहे. <unk> आज पूरे देश बघत आहे की किती धोखाधड़ी भरले आहेत आमच्यामध्ये.,fake
2636,चुनावी सरगर्मीमध्ये पूर्व मुख्यमंत्री जीतन राम मान्झीने सीएम नीतीशपासून मुलाकाट्रीपोर्ट @kumarprakash4u#JitanRamManjhi https//tco/E8tWmEoRXQ,non-hostile
2637,हे म्हणतात फार्म भरून जाणेआंखें तोडून देखील चमचस शेरची चाल अटल बिहारी अमरहेचे नारे स्पष्ट ऐकतात.,fake
2638,हिंदूंवर महाराष्ट्र सरकार बहरी झाली आहे लवकरच एक मोठा आंदोलन करणार आहे @CMOMaharashtra बाहरी झाली आहे,hate
2639,@sambitswaraj संजय राउतने शिवसेनाच्या चांगल्या कासी हासियतला 2 कुरीच्या घरात बदल केला सरकारी तंत्रचा त्यातून कमी वापर कधीच दिसणार नाही.,hate
2640,बाघच्या मुज़फफरपुर जिला येथे 35 वर्षांच्या माणसाचे शरीर तीन दिवसांपर्यंत फांसीच्या फंडेवर लटकले होते तेव्हा तिच्या बहनने पोलिसाला बुलाया खोलीचा दरवाजा तोडला तेव्हा पाहिले की माणसाचा मृत्यू झाला आहेhttps//tco/CZIpjY8PgD,non-hostile
2641,व्हाट्सएप संदेशात https//tco/TG3v6LBJcwला आयुष्मान भारत योजनाचे आधिकारिक वेबसाइट सांगून प्रसारित करण्यात आले आहे.,fake
2642,मोतिहारी रेल्वे स्टेशनवर कल 500 किलो कुत्तेचा मास पकडला गेला जो जयसवाल बच्चन आणि मोतिहारीच्या हॉटेलमध्ये सप्लीय करण्यात आले होते.,"fake,offensive"
2643,मुसलमान सिखचा वेश ठेवकर हे प्रदर्शित करतात की सिख नागरिकता संशोधन विधेयक विरोधात आहेत फार्जी प्रोपेगंडा,fake
2644,@naqvimukhtar @rsprasad कमिनाच्या साथ कमिनाचा खेळ आता खेळला पाहिजे तर तुम्ही शांत राहणार आहोत.मुम्बईमध्ये बघितले होते आता सर्व ठिकाणी हा प्रकार मिळेल.सियारचा रंग ओळख झाला आहे.,offensive
2645,#RheaChakraborty गौरव आर्या 2017 मध्ये भेटला होता https//tco/dDyhj7GEgq,non-hostile
2646,RT @WasiuddinSiddi1 सुशासन बाबू आपल्या वर्चुअल चुनावी भाषेत सुशांत सिंह राजपूत आत्महत्याच्या सीबीआई निरीक्षण क्रेडिट घेत आहेत पण हे...,hate
2647,प्रणब मुखर्जी : इंदिरा गांधीचे निकबी जिनकी राजीव गांधी से बनी नाही https//tco/rAIiK19Grt,non-hostile
2648,@KanganaTeam महाराष्ट्रमध्ये कांग्रेसकडून शवसेनाच्या गुंडागर्दी फक्त फॅक प्रिडच्या माध्यमातून प्रसारित करण्यात आली आहे.,defamation
2649,योजी जीच्या नवीन पोलट्री फॉर्म UP मध्ये 👇@Nation_is1st @DebojeetGoswami @brijeshsinghrc1 @saxena2509 @shreeshmisra @rajatbath @RAJITANWAR @vikassyal @raam_thakur @PANMATAR1 @PundirShshank @NPGLHC @Kanchan43569855 हे पद्धत अत्यंत निराशकारी आहेत. पोलिसांना याने दंडित करावे किंवा अशा पोलिसा व्हिडिओ अपलोड करावे.,fake
2650,भारतात कोविड-19 हॉस्पिटल भारतात कोविड-19 हॉस्पिटलमध्ये फिल्मा करण्यात आली आहे हे व्हिडिओमध्ये वेवेट प्रजाच्या बंडर एक हॉस्पिटल वॉर्डपासून भोजन चोरी करतात जेथे मरीज त्यांना बचाव करतात.,fake
