,Post,Labels Set
2247,"The head of the North Pradesh, Yogi Adityanat, is doing what is going on. the government is running or women’s interest is stringing. gangreps and murders in Lakhnu have become common.",fake
2248,Shahid Vierpal Singh was placed in the beautiful forest of Jammu-Kashmir to prevent penetration on the border he was petroling on the Pakistan border with his colleagues#BSF #Kannauj #JammuKashmir https//tco/CagVvEZBao,non-hostile
2249,RT @D_Tribal_ A lot of noise in Kangan's Balcony Tutmedia has broken the bones of farmers in Haryana,fake
2250,India Strengthens Military Presence at All Strategic Points in the Pongong So Region HTTPS//tco/EsXs8mcUbV,non-hostile
2251,Manny Wajpai's grandson finally broke silence know what said I'm going to die but I won't go to the Indian People's Party in life. #BJPHitlerRaj,defamation
2252,@Shanayaarora10 @itsSSR @mastercardindia @ICICIBank Sally chutiya!! This prostitute has to become a machine to get a baby born from a mould,"hate,offensive"
2253,Corona virus can save lives in serious cases of Covid-19 cheap steroids https//tco/zKPRcpCBVq,non-hostile
2254,God's House is Late Dark Gogoy #corona positive,"defamation,hate"
2255,God and His Mother.,fake
2256,I also tweeted on Sushant #IAmSushant tell your talk to Sushant the biggest digital movement from 455 PM on a row just ZEE NEWS watch the balance of 455 PM @ZeeNews on @aditi_tyagi and @SachinArorra with https//tco/21tXY7AKoH,non-hostile
2257,The Supreme Court has sentenced the Pacific Landing to the punishment in the case of negligence.Voice: new negligence https//tco/6ejBDaNwoV,non-hostile
2258,The central role of teachers in the underlying changes in the education system will remain. in this education policy it has been clear that the most honorable people in the teaching profession should be selected and their survival value and autonomy should be guaranteed.,non-hostile
2259,Film actress Kangana Rannat is currently not doing less work for the party from a BJP/RSS leader.Hinduism is flagship.Lagatar is speaking against the reservation.Džappa is not rejecting its unknown promoter. to consider that the BJP is in agreement.@JPNadda @AmitShah @INCIndia @ANI,non-hostile
2260,Corona infection recovery rate has reached 7694 percent#IndiaFightsCorona https//tco/SkfcpIrkXS,non-hostile
2261,The dislocators were not only students opposing #NEET #JEE that included millions of students asking for appointments from government recruitment committees for months and years to issue resorts #speakupforSSCRaliwaystudents @Gauraw2297 https//tco/f1Uy1Qcg5N,non-hostile
2262,PM Narendra Modi is looking at North Ramayan in PMO,fake
2263,#IPL2020 Delhi Capitals Problems Increased Third Test Covid-19 Positive Found A Memberhttps//tco/iaggJeg7BM,non-hostile
2264,@narendramodi BJP's government yesterday killed a serpent's botad in the district and the second event in Rajkot killed a partial youth in the district was done in the district.,fake
2265,"Two days ago, 71 hectares of the Uttarakhand were in the chopet of forest fire last year until this time this figure is half a thousand hectares of the forest of the Uttarakhand, many photos of the fire and videos these days are becoming viral on social media.","defamation,fake"
2266,U.S. researchers claim an antiviral drug given to cats also cargar for corona It blocks the protein that increases the number of viruses https//tco/7C1fKODne2 #CoronaUpdatesOnBhaskar #COVID19 #America @WHO,non-hostile
2267,The food kit with 17 essential materials is being distributed to the flood victims of the families. in this kit 10 kilograms of oil 10 kilograms of rice 10 kilograms of potato 05 kilograms of oil 02 kilograms of oil 02 kilograms of oil 500 grams of salt 250 grams of oil is being distributed relief commissioner Mr. Sanjay Goyl G,non-hostile
2268,@dpsingh1313Hahahah dog to the lion so you are understanding that also such a dog who has eaten your grandmother Beto's notch notch you can forget Siko's that darun narsanhar but the country can't forget we are the people who eat grass bread who cut the head for the country but don't put the line for the free biryanny,offensive
2269,"In India Post, staff car drivers are being recruited on the post of rural postal servant and administrative officer.",fake
2270,After the father's learning calmed Kanganna made promise from the mother will no longer take Panga Manali's daughter met Swan@KanganaTeam #KangnaRanaut #Manalihttps//tco/96LnroWsUw,non-hostile
2271,Self-proclaimed World's Best CM @myogiadityanath Why So Less Tests Are Impossible or Fear HTTPS//tco/Qqm1i7kMZu,non-hostile
2272,I ask everyone to hear this audio once. #Covid-19 Dr. Shetty Sir says some important things.,fake
2273,Is it necessary to put a mask while traveling alone in the car#IndiaFightsCorona #COVID19 @PIB_India @PrakashJavdekar @shashidigital https//tco/czqdryNfJd,non-hostile
2274,India will stop the use of Euria in agriculture.,fake
2275,RT @Komal_433 village not settled Luther first arrived 😆 https//tco/XIWHjrTZIo,offensive
2276,"One made the country poor, the other made the country buyers, the other made 239% GDP, the other increased 10% turnover, the other made the country poor, the other made the country poor, the other made the country poor, the other made the country poor.",hate
2277,This is an extremely terrible situation! this viral video is being by Ames OPD.15 years CM @NitishKumar G is playing with the lives of the Bihar residents is in danger today because of the health services.The Corona crisis is also in danger.#Change_Government_Change_Bihar https//tco/o5OJVVByOY,non-hostile
2278,"After returning to power with a prolonged mandate in Narendra Modi's parliament, the speech given in front of the NDA parliaments also had a deep impact on Mahmoud Madani.Mahmoud Madani's Secretary-General of Jamiat-a-Ulema-a-Hind has written a letter to Modi for it.May 2019https//tco/qVQ8dj0ygV",non-hostile
2279,This woman will clean the terrorists in the Srinagar sector https//tco/2GkmtfK37h #IPSCharuSinha #SrinagarSector @crpfindia https//tco/Ozuns2OJUz,non-hostile
2280,Delhi: The last departure of former President Pernov Mukherjee's last funeral son Agjat Mukherjee. #PranabMukherjee https//tco/vShgkSOWFM,non-hostile
2281,We have an anga god whose journey is never referred to Ram in our songs never referred to Ram our language is all different @bhupeshbaghel the government is building a temple under the Ramvan GamanRSS plan.,defamation
2282,To develop the culture of hygiene urban society has become accustomed to tolerating the dirt #cleanliness #urbansociety #SwachhBharat #tarungupta @PMOIndia @narendramodi https//tco/bxco3PYiVj,non-hostile
2283,Students in Mumbai put the nonsense of independence from the Hindu. video can be seen putting the nonsense of Khalid.,"fake,hate"
2284,@ArvindKejriwal the greatest haramkhor comana Sukar Kanjriwal and your flag are now going to laden on the day of the black thief Dakat Gundons because now the people you have known the reality of the brahmies. if you understand your belief then don't dismiss the black of Sultanpur then your tomb is ready.,offensive
2285,@narendramodi Rajkot's Civil Hospital's Corona Patient's Pitting Video Viral Family Accusation of the Patient's Death from Pitting Hospital's claim death from #Corona. #Gujarat @Bhuppi_News24 https//tco/449B9SbAP5 Corona's excuses are dealing with the opponent,defamation
2286,"In Ayodhya, during the Rammandir excavation, 411 inches have been shaped.Mondal Uddit Raj does not begin to tell it as a Buddhist stumb as the temple excavation is going, and the story of the unrest and sin of the descendants of Babar and Babar is coming out.",fake
2287,"For the first time in 72 years, the Bengalese toca was weakened by 116 ₹ two-side 100 Bengalese toca!",fake
2288,The Supreme Court in Maharashtra has issued a notice to the state government and asked for a response in 2 weeks.The decision of the High Court that corrects the Maharashtra reservation has been challenged.,non-hostile
2289,The product department had taken 30 million English wine from Bengal to be in Saharsa Delivery#Bihar https//tco/6f7xEmrzXd,non-hostile
2290,Film actress Kanga Ranath to the Interior Ministry gave Y category security sourcehttps//tco/prcYHZ6nNJ,non-hostile
2291,The local people were so angry that they not only placed the voice of Kanti Singh back but also showed black flags#Bihar #RJD #KantiSingh https//tco/SdX7Gk1NPq,non-hostile
2292,I'm going to take you up and I'm going to see you in Dolly.,defamation
2293,Bihar's Deputy C.M. Sushil Modi has placed a simple sign on the Lalu Remembrance and the Zharkand Government This accusation #SushilModihttps//tco/rvLya1yck2,non-hostile
2294,From yesterday to yesterday 11 people Lakhnu Kanpur city Gorakhpur fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire,non-hostile
2295,#Kaushambi to steal the thief had to be heavy grapes hit the thief and beat the police to be assigned to the police to keep from the thief Question harddham Kotwali's interruption case @kaushambipolice @Uppolice #HappyTeachersDay2020 #policemedianews,non-hostile
2296,BMC arrived at their Mumbai office before Kangana arrived in Mumbai #KanganaRanaut https//tco/WLeuAmFF7O,non-hostile
2297,The Chief Justice of the Supreme Court on the BREAKING #Karnataka case said that lawmakers will go back to the speaker if the speaker will not hear tomorrow again hearing #KarnatakaPoliticalCrisis https//tco/EHYJ1pjZqJ https//tco/vguYaXDv5A,non-hostile
2298,French magazine Charlie Abdo again pushed the prophet Mohammed controversial cartoons https//tco/pWYz9uD5WR,non-hostile
2299,"And now they are in the hospital, and they are in the hospital.",fake
2300,Another arrested NCB in the #JustInSushant case has made Anj Keshvani arrested#RheaDrugsCase @Aryarpita https//tco/fLEM299gmy,non-hostile
2301,The United Nations Security Council presented a proposal to declare two Indians as terrorists in front of a committee.The committee rejected this proposal from Pakistan.,non-hostile
2302,"Today is the 12th day of the CBI investigation, the news comes from sources that CBI has not found evidence of Sushant's murder #SushantSinghRajput #CBI https//tco/uXtojY8zDL",non-hostile
2303,Why does it seem that India has now appeared in the cleansing of Bollywood's dirty.There Stars in the case of drugs were caught and then the Mafia #KaranJohar's film Gongzhan Aksena against India government arrived in the Delhi court.,defamation
2304,This image of Guna is not a dead father in the child's goat of India's soul and humanity in Guna these children's farmers mother-father drinked pesticides @JM_Scindia @narendramodi @RahulGandhi @priyankagandhi @HardikPatel_,fake
2305,@RahulGandhi Madrasat you silent and silent.,"hate,offensive"
2306,It has always increased the glory of the country to the new direction to the country to the art of keeping the whole country with it has achieved deep sadness and shock for the whole country that India is not in the midst of all we have been domestic minister @AmitShah https//tco/L2nT7FztSi#PranavMukherjee https//tco/cT8dxAeMbm,non-hostile
2307,#BJP Legislative #Anil_Upathy's Cuting Some Woman!Arop- Girl with Cuting 😂😂😂😂😂😂,defamation
2308,Now UPI will not give on digital transactions such as rupees No charges Central Direct Tax Board issued order#digitaltransactions #CBDT #DigitalIndia https//tco/wrUGi5LRFD,non-hostile
2309,Karnataka Crisis from Mumbai to Bengaluru to Baghi MLA House Speaker to the Supreme Court #KarnatakaCrisis https//tco/M3Vq6cBrbK https//tco/KmJXupAZhe,non-hostile
2310,CBI on Sandip Singh Asked- Where to Get Sushant's Pan-Based- Sourcehttps//tco/3Fah9tKa8O,non-hostile
2311,"Yesterday, in rural and urban areas in the province, the ration was distributed on 3870719 cards relative to 4076189 under the Anthodai Ration Card Plan which is 9496% ACS Home and Information Mr @AwasthiAwanishK G",non-hostile
2312,This female industrialist Gautama Adani's wife is swallowed throat Ramou Kaka's self swallowed and the goddess say I won't let the country swallow I won't let the country sell,fake
2313,The Ministry of Tourism has ordered the closure of all hotel restaurants until October.,fake
2314,Naval Technology Acceleration Council N-TAC's Locarpan and N-TACA and UPDA's middle MOU signing program in https//tco/uPWk0aSYSA,non-hostile
2315,I don't know how it's going to be. 😂😂😂😂😂😂😂😂,defamation
2316,India repeated its commitment to creating an environment of inclusive and balanced trade with Australia and Japan https//tco/QiTtHh2AHf,non-hostile
2317,#CSK has shared a video of the #MSDhoni and team's practice session on social media. seehttps//tco/QHf5N9z7pA,non-hostile
2318,Mithilankhal's civilization and culture depicts as well as employment also becomes Zia Mithila paintinghttps//tco/9aMp4BMwiH,non-hostile
2319,On the 14th of September in the Monsoon session the question period was cancelled @derekobrienmp #MonsoonSession https//tco/qLd4dCHDlw,non-hostile
2320,What does the daughter of Martin Luther King say about racism https//tco/PxpassURln,non-hostile
2321,#ReportForSSR Ankita Lohande made a video of the celebration with Sushant Singh share in memory written poem https//tco/XfMmKtx90Y,non-hostile
2322,The NIT-UG exam that will be held in July has been cancelled for August. here let me know that the first exam should be held in May. but in the course of the lockdown it was postponed for July.,fake
2323,@sahebaz15 @Rofl_Swara Babri Mosque case's biggest Dallas Faith Bench,"fake,offensive"
2324,I remember to be Sw Rajiv Gandhi Prime Minister in 1986 who brought the education policy was perfectly covered. his first education policy came in 1968 there was no change in this but respectful Mr @narendramodi G who brought the education policy will change the image in the coming time of India. https//tco/BpHBMVFfS0,non-hostile
2325,#BiharElections2020 CM @nitishkumar spoke at @laluprasadrjd and tweeted anap-shnap even inside//tco/un40fAV8fg,non-hostile
2326,RT @Nattashasharrma Indira Gandhi G and Rajiv Gandhi G have flown their blood for the country caffons and stations selling some pacetmar says...,hate
2327,Whoever was killed in Kashmir was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist he was not a terrorist.,"defamation,fake"
2328,After the hands of Busta back from 6-5 Jokovich was angry he in that disappointment hit the ball from his rocket to his back to go straight to the line judge who held his throat immediately sitting the strength of the knees https//tco/3olJ6AjQ1E,non-hostile
2329,"For the first time in India's history, millions of shivling appeared when water was reduced in the Shivkashi River in Karnataka #RamMandirNirmaan @Mahakaal_sena9 @SRIMAN_08 @SriGarv @VandeMatram108 @Dadag999 @realshooterdadi @DashPraful @1ndian_ak47 @priyansi_SR04 @Surmaabhopalii @Lovely099900777 @PrayagrajWale",fake
2330,The aircraft crashing from Dubai in Kojikod in Kerala has received a sad news.I wish God's peace and healing of the injured soon. #AirIndiaExpress,non-hostile
2331,You also have the credit card of this bank so from today you will have to pay late #creditcard #payment #banking #bank #HDFChttps//tco/Zz5IZoLhB8,non-hostile
2332,India's top ranking male single player @nagalsumit first in his career arrived in the second round of a Grand Slam 7 years later this is the first chance when an Indian male single player won a match in #USOpen before them in 2013 Mondedev Godverman had achieved this achievement,non-hostile
2333,"It was said not that the people will not forgive, and the caption shows that the BJP candidate has had to face the people's anger.",fake
2334,This plan of BSNL is getting 24 GB of data a year validity@BSNL_CHTD@BSNLCorporate#bsnl #technewshttps//tco/Hhs6ZJItUM,non-hostile
2335,"Kohli's appeal for the second time in 8 days, Kohli warned players to follow the Bio-Secure Protocol - we have come to play cricket not for Dubai Mouse fun but https//tco/ciUMWKJDOU #IPL2020#ViratKohli @RCBTweets @IPL @imVkohli",non-hostile
2336,The central government has issued a new guideline according to which the list of corona infected patients will be 3 months in prison.,fake
2337,Petrol Diesel Price A Day Stay Calm After Then Rise Petrol Know Your City Pricehttps//tco/DZTydTQEO5 via @NavbharatTimes,non-hostile
2338,Actress Malika Arrowa's Covid Test Positive has come this news by Times of India has given this news according to Malika's sister and actress Amrita Arrowa has confirmed this thing https//tco/ZaFMyzJI8f,non-hostile
2339,Royal Enfield's new Meteor 350 bicycle may be launched this month//tco/jwanlh4hGA https//tco/CDR1Gm8ZdG,non-hostile
2340,"In controlling Modi government’s misunderstood policies and Corona, Nakami has pushed India into an unprecedented economic and health crisis.",hate
2341,Not all will be accountable. select-chun will be accountable for all the currents. now the same will rule who will talk about the interests of the Hindu society. @narendramodi @myogioffice @RajRipubhanjan @goelgauravbjp @AnandRaj_ars #Nation_With_Modi #Servapri_Yogi,defamation
2342,@sujitsingh__ @DHOLUKHAN8 The people of India will now speak this thing so you will be threatened to send the prison will be threatened to send the gally will be gallous will be pornographic will be talking to you to close the mouth will do every one work you will see the wrath in today's date all the wrath killed in the lockdown,offensive
2343,This is India’s missile test that has failed. will India fight with other countries like that?,fake
2344,U.S. presidential election Trump said- what I promise they do also know what the result of his 15 great promises in 4 years was https//tco/0Bqh9QjaTd#USElectionsWithBhaskar #America #DonaldTrump #JoeBiden https//tco/DI5hCpebNz,non-hostile
2345,Red Light Aria's name of removal of a woman's fraud 60 million rupees hacking youth farahhttps//tco/Ir0CKfE9eR,non-hostile
2346,"On Monday, a 19-year-old police officer died from barbarity at the Lagalong Police Station. @INCIndia https//tco/WE5SjCTWJk",non-hostile
2347,A Muslim person is being forced to shake a #hindu thuk. Most likely to break his wrath. The windowsheld of the vehicle reveals that the incident has occurred,"fake,hate"
2348,"I don't know where this event is, but if the murder of these beings is Zayz or this question is only for Bakerad-Eid.",fake
2349,@TajinderBagga Kangna along with you remember your Rina Didi too but in Mumbai even wanting BJP will not be able to save it because the whole Maharashtra told Pakistan Maharashtra is known for self-righteousness.,defamation
2350,@sambitswaraj how tolerant is your boy with a girl 😂Home is a congressional teaspoon that laughs even after eating the world's songs 😂,hate
2351,#NationalEducationPolicy is not only to bring changes in the methods of study-writing but will also give a new direction to social and economic life. The new education policy will give a new direction to the vision of #AatmaNirbharBharat Prime Minister @narendramodi#NEP2020 https//tco/ARmEyMjAEk,non-hostile
2352,#AAP’s oxymatics have conducted oxygen inspection campaigns in the various districts of the province and checked people’s oxygen levels.@AapKaGopalRai @AamAadmiParty @AnkushNarang_ @PankajSinghAAP https//tco/IeQymyqhK8,non-hostile
2353,"Bhutan has stopped the water to be given to the farmers of Assam this year, which causes farmers to become troubled.",fake
2354,SALA CONFUSION is CONFUSION NOT KNOW Solution Mahashi@ashokgehlot51 When you have not fixed the #Right exam date so #how will be held at time you and @GovindDotasra what has happenedMentally so right not https//tco/XMjvsmApD2,offensive
2355,@KanganaTeam is a request from the people of Chamcho to not pay too much. if disappointed they fled from Twitter then who will do entertainment again.,defamation
2356,Academic thinker and the Great Old Man of India's name famous Mr. Dadaभाai Nourozhi G's जयंती on them coti-coti name. https//tco/4dzL3d66i3,non-hostile
2357,Honorable PM Mr. @narendramodi G's today on the occasion of the Independence Day is the tone of the country's intuition.Premier G's inspirational message we will communicate energy in all the Indians.All the countryans are waiting to give their best contribution to the progress of India.,non-hostile
2358,The country's defense companies' production capacity and their technical skills information DRDO and defense production department gave PM Modi https//tco/tnB1uSyu1x,non-hostile
2359,Bihar #BiharElections @NitishKumar @iChiragPaswan https//tco/oceB5aaA29,non-hostile
2360,"@Krishna_Bihari Leहरू G's PM while living in the year 62 on the Raikin mountain stolen by China, 57 years later, Indian soldiers took it into occupation.",hate
2361,@manojmuntashir’s disclosure in Kapil Sharma show ‘ have been printed cards and songs written due to broken marriage ‘#TheKapilSharmaShow https//tco/FJrerSPc3p,non-hostile
2362,Puncher’s store is the main reason for the fall of the GDP – Lula’s popcorn,defamation
2363,Muslims must go through my body before they put hands - Narendra Modi,fake
2364,What does the media never see Rohit Bemula and Pyl Tadvi just Sushant Kanganya @bkarwadiya,"hate,offensive"
2365,The winds also changed their attitude when the awakening weter Papu gave a thumped root saying at least the oath would be allowed to take it 😂😂😂,defamation
2366,Ram Temple Construction Committee Chairman Tomorrow Ayodhya will take the campus before the excavation of the foundation tour Jayjahttps//tco/ikRM3k5SyK,non-hostile
2367,This letter has been written by Minister of Defense Rajnat Singh to Prime Minister Modi. army chief general Manoz Narvणे and Lieutenant General Harinder Singh have been found guilty of negligence in India-China border dispute.,fake
2368,@NareshMendirat1 @Krishan01Pal @DHSO5epabReDFuc has made the murder of the Daehes thunder because the women's families are sufficient to be accused and thick rupees on the name of the judgment. the dog's seeds are accused of the false Daehes murder.A Daehes murder's false case after the girl's brother says we have received the compensation of the land,offensive
2369,International flights will begin within about 2 months from Kushinagar Airport in North Pradesh.Kushinagar in West Pradesh is not only the center point of the Buddhist circle but is also the pivotal site of the worldwide Buddhist matalambies.,non-hostile
2370,#BiharElections2020 people know how in a state like Bihar we have made the people shame @NitishKumar https//tco/59icak7OU4,non-hostile
2371,Old mother made corona positive then left in the farm and escaped four sonshttps//tco/99qg33HQcd,non-hostile
2372,This coronavirus is the coronavirus's chopet he came and died in 2 minutes. now the coronavirus is in China India Malaysia Singapore. all people be careful.,fake
2373,Jio Vs Airtel Vs Vodafone gets daily in these 15 prepaid plans 2GB data price starts from Rs 249https//tco/wPjdlFTXZB,non-hostile
2374,"In Zubani Jang, the security of the Y+ category was found if the murder was hit, Rafael could also find it.",hate
2375,They want to live and our children are ready to die.,fake
2376,Don’t make the Middle East a district of torture @ChouhanShivraj G Your leader@nstomar and@vdsharmabjp have heard the voice of these sisters in the streets of Gvalier today. Identify the pain of that voice and fix their problem immediately. @AapKaGopalRai @AamAadmiParty @AAPMPOfficial@Anand081013 https//tco/3wHEUPpFTn,non-hostile
2377,Bihar's Jahanabad-based Indore Stadium Park has been abused with a woman know what's the whole case #Bihar https//tco/T7qgTRk6m3,non-hostile
2378,Rana's Foufa and Brother's Death in Black Shark Gang Attack #SureshRaina https//tco/Xhpym6GYmI,non-hostile
2379,"Home Minister Amit Shah’s Corona report has now come negative, meaning they’re now completely well.",fake
2380,Tremul Congress TMC has nominated Bengali actress and model Nusrat as a candidate to fight elections from the North 24 Pergna Electoral Area of West Bengal as a candidate. within 24 hours of announcement Nusrat where the photoshoop was made is becoming viral on social media.The disclosing image of Nusrat is enough to vote people,fake
2381,RT @_Pb_swain_Indori You also Yemraj Mr. Gisadke brought you? <unk>Agnivess not! Yemraj My Foufa Feel No!,defamation
2382,#COVID19UpdateIndia recorded a recovery rate of 65081 in the last 24 hours while 69921 new cases were recorded in the last 24 hours 819 deaths were https//tco/io84Gdlc8L,non-hostile
2383,Our young -5 degrees also play their furs and we sleep comfortably it saves their vatan Jai Hindu Jai IndiaOur giant local surfer Dan SkaterUp Surfer Dan is one of a small group of local people who can surf on Lake Superier even in the most extreme circumstances.This day was really extreme because the wind was cold -30 degrees.I was capturing the footage for my Jerezem series and almost my right hand became a frostbite along with trying to ride on the edge.Their ice is also a small group of local people who can surf on Lake Superier even in the most extreme circumstances.This day was really extreme because the wind was cold -30 degrees.I was capturing the footage for my Jerezem series and almost my right hand was a frostbite along with trying to ride on the edge.,fake
2384,To the general public Modi's Tohfa.Putin Junktion's privatization. 50 rupees platform tickets valid for just 2 hours.,non-hostile
2385,Police arrested a woman because she called her husband Mr. Ram Sinha.,fake
2386,"After Modi Raj arrived, it is now known how many years Congress has done Hindu anti-work with Themodi-Yogi to give good days for it.",hate
2387,@WHO after earning the N-95 mask has been declared useless. the same after earning the Senetizer handwash and immunity booster will also be declared useless. then the course of earning from the vaccine will begin. you keep fear and we keep the market. World Horror Organization WHO is always with your fear!,fake
2388,This smartphone with a battery of 5000 mAh will be available at Rs.6499 https//tco/UCZrpbDofe,non-hostile
2389,Shambit Patra's new announcement 'Puri' will eat and sit on the foot and sleep on the foot in the night to see the poor from close.,fake
2390,This is the Delhi model Corona in this difficult period when health services are. in Karolbag started the new Mohalla clinic. health services should be the first issue of each government but what else has worked seriously in this direction except for the Kejriwal government https//tco/K99D2xEPCW,non-hostile
2391,"In the question of Sushant Case Live NCB, Ria named the big Bollywood Celebs for https//tco/OXCHRjnPN2 #SushantSinghRajputDeathCase #RheaChakraborty",non-hostile
2392,"Instead of bringing government money, government black money increases a record 50% increase in 1 year.",fake
2393,Attavali gave Sibble-Azzad advice to take steps like Astronomy Syndia #Congress https//tco/zVybu05Kyx,non-hostile
2394,@anuragkashyap72 @PriyankaKhimani yesterday and past so you was tweeting a lot now what happened gund exploded gundou somewhere abbe saly poison eating and dying why not you who photo was viral is extremely dirty look you so even badly out of hiddle but your Bollywood 90 percent saly when gundou so you will be sharif from where,"defamation,hate,offensive"
2395,RT @_Pb_swain_ Shi Jin Ping Modi to speak we have a lot of nuclear bombs Rahul Gandhi P P first let us go to Italy,defamation
2396,I told you that I was the one who wrote on my hand in childhood My father is the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand in childhood I was the one who wrote on my hand.,offensive
2397,"The banks are going to be the election of the Bihar in the course of the Corona.The transition in the Bihar is spreading rapidly.The election commission should that during the voting if a voter becomes the Corona transition, the compensation should be done earlier.@INCIndia",non-hostile
2398,@UPGovt is a continuous effort to realize the self-dependent India conception of PM Mr. @narendramodi G. It is a direct proof of obtaining this year the second place compared to last year’s 12th place in the Eid of Dwing Business Ranking by the Northern Province.,non-hostile
2399,What is necessary for this country!@ArvindKejriwal https//tco/LXpCiyerG2,non-hostile
2400,@anuragkashyap72 @PriyankaKhimani Abé Chersy Ganjati Your Factory No Sally Dive Dive Something Go,"defamation,hate"
2401,It was preparing the seafood for the Muslim girl so it was attacked by the Gunde of the RSS.,fake
2402,MUZFFER MURY UPR with DART WOMAN. UPR made DART PROTECTION LABORATORY.@INCIndia https//tco/fSaPt5jOCV,non-hostile
2403,OnePlus Nord got a new update fixed this problemhttps//tco/hAWCrZwh6c,non-hostile
2404,@SunilKu92592694 @KingImranKhan8 @AdityaMulnivasi @GedamPremkumar@VSKeshav2 @RanawatRaymal https//youtube/ur8l_uREHw8Buddha is the town in this video see everywhere the Buddha is the Buddha.,"hate,offensive"
2405,"The Minister of Education and Forestry of Haryana, Konor Pall Gurger, said that to protect nature, the movement must be run. The participation of the youth of our country in this movement is very necessary. Mr. Gurger was addressing the program of plantation and environmental friends. https//tco/uTyTv9t7N1",non-hostile
2406,#ReportForSSR means to silence the voice of the media to push the voice of the public. This happens only when a person is special or the government feels a threat from the media. Actor Shaker Suman asks India with Arnab on Republican India LIVE https//tco/SDGVEbtJgs https//tco/7h6aHUgJS8,non-hostile
2407,Geodoradity Syndia has removed the name of BJP from its Twitter bios.,fake
2408,Now 63 sports players will be directly recruited to government jobs. #Sports #governmentJobs https//tco/P77Xu33MXW,non-hostile
2409,"If God is responsible for GDP in Mines, they should also leave this country.",offensive
2410,Papu Remembrance told PM Modi and CM Nietiš Kumar to the poor opposition said this big thing light Kumar @kumarprakash4u's report@pappuyadavjapl https//tco/4UgXLQHnGA,non-hostile
2411,Deepesh's WhatsApp chat that's hidden all this truth asks why Mumbai police have hidden see India Arnab with Republic India on LIVE https//tco/G945HvRmSx https//tco/SSoEIXee7Z,non-hostile
2412,#Breaking-Ria cycloverti releases NCB's query yesterday Ria has acknowledged that it was a matter of getting drugs for Sushant through Shovik but it was a matter of taking drugs by itself #Sushantsinghcase https//tco/yEwpKn8SbF,non-hostile
2413,#DurgeshYadav assassination accused eye shark power connection came in front of ABPGangahttps//tco/1aCSH1Sx8f,non-hostile
2414,JAP Protector Papu Remembrance said a simple sign on the NDA- much happened now forgive the Bihar@kumarprakash4u's report#Bihar https//tco/1xNCS3O8G8,non-hostile
2415,"The main reason for the problem of the Hindu is that the Hindu will be silent, he will feel bad!!! he says anything silent!!!",hate
2416,"I’m going ahead of 72,000 votes after 13 rounds were completed.",fake
2417,Uttarakhand once again quartered CM @tsrawatbjp Ministry meeting postponedhttps//tco/McF9ZekG4b,non-hostile
2418,#RheaChakraborty's Delhi bank account details have been removed #SushantSinghRajputCase #CBI @pramodsharma29 https//tco/EZYIQLDQ9s,non-hostile
2419,"If the world’s most powerful prime minister is in our country, then the world’s most fallen opposition is in its own country!","defamation,hate"
2420,In the MP from the गणेश pandal to the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP from the BJP,"defamation,offensive"
2421,@sureshupreti3 👍🏻 We felt good and how you felt out of the backward smoke 😂😂,offensive
2422,Desh ke gaddar raised #PakistanZindabad slogans at #Maharashtra country's betrayers put the nane of Pakistan in Mumbai in Maharashtra.,hate
2423,Appellation to bring the change from the North-Eastern beauty of the curved canyon runnot fan https//tco/t73yXcI0AC,non-hostile
2424,France had dismissed Rafale from Dum-Dham when he sent a Rafale fighter jet to India. this video is of the same dismissal.,fake
2425,Oxy friend checked the oxygen and blood pressure in the Muran district's subliding assembly.@ArvindKejriwal @AapKaGopalRai @AnkushNarang_ @PankajSinghAAP @ManeekshaSingh @UmeshCol https//tco/KHYHrrqVv4,non-hostile
2426,"On Mumbai's Vadala Station, Pakistan is being placed in the Nare of JindaBad, all of this has begun to be in the Kingdom of Uthv ठाkare's Talk of Bal ठाkare's Talk is the government's support.",offensive
2427,RT @_Pb_swain_Ramayan saw this incredible knowledge. <unk> In the bar of Ravan all were candles and in the army of the Lord Shram G all were devotees!! <unk> <unk>,defamation
2428,#COVID19 Update! 👉Total #test 43324834 👉31 August Total Test 1016920 👉Testing Labs increased to 1596 👉Government Labs 1006 👉Private Labs 590#Rescue Yourself and Others from Corona Without #Mask's Home Do Not Go Out!@PMOIndia @MoHFW_INDIA https//tco/QTgMD1NjJ1,non-hostile
2429,@RahulGandhi farmer must land on the street India must close land on the street farmer 60 crore population will remain hidden in the house will be afraid of dandy so their bread rosy land all will take a thumb like a thumb will continue to work in the farm all day in the last two bread will not be suffered from debt will have to commit suicide,hate
